"factor1","fieldId","repId","numValue","experimentalUnitId"
1,8,1,222.977239836195,421
2,8,1,235.676744861613,422
3,8,1,203.685705874291,423
4,8,1,261.076982605989,424
5,8,1,259.308872027587,425
6,8,1,230.923544712953,426
7,8,1,223.618535413082,427
8,8,1,210.393220565835,428
9,8,1,276.894368564299,429
10,8,1,246.70198847,430
11,8,1,228.656362412238,431
12,8,1,257.33906887248,432
13,8,1,285.230763695639,433
14,8,1,241.807439674447,434
15,8,1,255.118293501685,435
16,8,1,241.933010484991,436
17,8,1,232.814665860769,437
18,8,1,254.454690355481,438
19,8,1,248.337508932554,439
20,8,1,225.514044673484,440
21,8,1,216.114313620444,441
22,8,1,258.174234548116,442
23,8,1,259.808929517496,443
24,8,1,210.766234355677,444
25,8,1,223.487313700454,445
26,8,1,197.546879985839,446
27,8,1,210.836385821956,447
28,8,1,233.61635577068,448
29,8,1,241.837252340164,449
30,8,1,239.526462457554,450
31,8,1,252.823393225061,451
32,8,1,235.815441866911,452
33,8,1,255.294564223292,453
34,8,1,184.809962367481,454
35,8,1,225.746753447929,455
36,8,1,254.625813691766,456
37,8,1,230.28481018834,457
38,8,1,232.328959118174,458
39,8,1,226.991616264544,459
40,8,1,220.660476906582,460
41,8,1,250.796976738225,461
42,8,1,232.496601183762,462
43,8,1,234.134393528828,463
44,8,1,224.851705692482,464
45,8,1,250.635506934453,465
46,8,1,244.570857532676,466
47,8,1,233.548362238872,467
48,8,1,221.037925265204,468
49,8,1,255.01047529659,469
50,8,1,256.458824465769,470
51,8,1,233.188435307058,471
52,8,1,268.638205828585,472
53,8,1,252.216475366716,473
54,8,1,240.395551096347,474
55,8,1,219.246063446858,475
56,8,1,233.244340835824,476
57,8,1,257.000756970524,477
58,8,1,253.287624165558,478
59,8,1,220.077316469506,479
60,8,1,217.760099813708,480
1,9,1,218.791890084641,481
2,9,1,235.588741752081,482
3,9,1,228.290486176096,483
4,9,1,233.528422472528,484
5,9,1,222.579404536993,485
6,9,1,194.733199036389,486
7,9,1,213.202639723274,487
8,9,1,244.791382835545,488
9,9,1,237.080654782139,489
10,9,1,207.708245445183,490
11,9,1,278.731675023341,491
12,9,1,239.954043335928,492
13,9,1,229.837405736864,493
14,9,1,258.004731106008,494
15,9,1,236.789903981194,495
16,9,1,227.13513083507,496
17,9,1,248.144774428579,497
18,9,1,239.686189995581,498
19,9,1,223.161303713245,499
20,9,1,219.171947700933,500
21,9,1,224.758453567633,501
22,9,1,232.766984571681,502
23,9,1,255.337193836417,503
24,9,1,208.651568204536,504
25,9,1,271.300013932397,505
26,9,1,226.179909488668,506
27,9,1,223.15062056799,507
28,9,1,232.233942626487,508
29,9,1,208.394180417379,509
30,9,1,201.761278971425,510
31,9,1,261.821217115965,511
32,9,1,241.306669341555,512
33,9,1,238.105380641212,513
34,9,1,245.006995902219,514
35,9,1,213.069043077654,515
36,9,1,245.320668209689,516
37,9,1,257.271116488771,517
38,9,1,237.101283494411,518
39,9,1,200.860865960287,519
40,9,1,224.857767336286,520
41,9,1,246.414023500515,521
42,9,1,219.684921595181,522
43,9,1,223.461829680081,523
44,9,1,268.374701927933,524
45,9,1,237.692241015176,525
46,9,1,256.285238347338,526
47,9,1,258.031802514677,527
48,9,1,240.643216269359,528
49,9,1,247.056423267497,529
50,9,1,237.783470085636,530
51,9,1,243.010474237779,531
52,9,1,274.543846826836,532
53,9,1,244.605461480913,533
54,9,1,240.80396154309,534
55,9,1,206.718217613102,535
56,9,1,234.610760737788,536
57,9,1,249.411202145423,537
58,9,1,221.051401635815,538
59,9,1,207.318544051563,539
60,9,1,236.803347606906,540
1,10,1,220.638640657964,541
2,10,1,201.417617754609,542
3,10,1,209.790785558275,543
4,10,1,202.913294743441,544
5,10,1,176.635840060129,545
6,10,1,211.880116817128,546
7,10,1,198.924336428022,547
8,10,1,186.543956310025,548
9,10,1,231.3496373956,549
10,10,1,222.340690670799,550
11,10,1,190.150557952435,551
12,10,1,243.068151900714,552
13,10,1,212.572824427966,553
14,10,1,234.965998939793,554
15,10,1,207.499217018204,555
16,10,1,226.398390144241,556
17,10,1,220.707398048174,557
18,10,1,214.059604769394,558
19,10,1,221.993220431184,559
20,10,1,220.942025613819,560
21,10,1,198.610084784107,561
22,10,1,233.648727191209,562
23,10,1,210.220115990794,563
24,10,1,188.407073309231,564
25,10,1,232.042098006412,565
26,10,1,199.342405522511,566
27,10,1,217.312848614031,567
28,10,1,189.591540705256,568
29,10,1,216.867050615894,569
30,10,1,236.972539839736,570
31,10,1,219.210399888093,571
32,10,1,189.343805841663,572
33,10,1,234.288637453742,573
34,10,1,176.895239883475,574
35,10,1,215.002066148305,575
36,10,1,199.634924666074,576
37,10,1,220.721165560696,577
38,10,1,206.43956701178,578
39,10,1,177.077867856454,579
40,10,1,206.178176845425,580
41,10,1,208.721866838647,581
42,10,1,213.859027580088,582
43,10,1,196.547603060345,583
44,10,1,210.574869421669,584
45,10,1,225.729346598272,585
46,10,1,203.620795076122,586
47,10,1,195.678615948489,587
48,10,1,200.037471584329,588
49,10,1,219.233081459583,589
50,10,1,205.553806527192,590
51,10,1,239.936417348061,591
52,10,1,220.453348322928,592
53,10,1,204.087896873541,593
54,10,1,190.929648398853,594
55,10,1,222.325491109221,595
56,10,1,203.765262602444,596
57,10,1,228.811114936933,597
58,10,1,223.851352254534,598
59,10,1,226.22186525701,599
60,10,1,203.577173824361,600
1,11,1,213.003336310463,601
2,11,1,188.026456044165,602
3,11,1,220.94797981102,603
4,11,1,244.540607032454,604
5,11,1,197.837944134144,605
6,11,1,216.326580458485,606
7,11,1,196.784787403702,607
8,11,1,216.555033780861,608
9,11,1,199.184202979888,609
10,11,1,206.503841240679,610
11,11,1,194.781669458021,611
12,11,1,233.797515685786,612
13,11,1,204.039666832217,613
14,11,1,188.460243796708,614
15,11,1,224.348243915421,615
16,11,1,193.523564836966,616
17,11,1,217.801781682475,617
18,11,1,239.930205262465,618
19,11,1,222.461639160543,619
20,11,1,207.666627275088,620
21,11,1,181.583584028005,621
22,11,1,224.845335501668,622
23,11,1,212.845166337609,623
24,11,1,191.022820604771,624
25,11,1,193.169149337945,625
26,11,1,197.050717304624,626
27,11,1,202.740150231336,627
28,11,1,175.10342600156,628
29,11,1,203.155395804804,629
30,11,1,201.351292434478,630
31,11,1,231.40250914206,631
32,11,1,221.698380502631,632
33,11,1,234.757555329099,633
34,11,1,181.798722931945,634
35,11,1,197.988108048755,635
36,11,1,202.258738722856,636
37,11,1,224.634714562193,637
38,11,1,203.946552513014,638
39,11,1,174.917685457025,639
40,11,1,228.91184642691,640
41,11,1,203.170757926591,641
42,11,1,192.470360060063,642
43,11,1,188.288400527759,643
44,11,1,210.012289272167,644
45,11,1,192.148884198401,645
46,11,1,194.887169922531,646
47,11,1,224.855350755572,647
48,11,1,201.357201856052,648
49,11,1,207.197196274744,649
50,11,1,162.169163191424,650
51,11,1,207.32243073628,651
52,11,1,175.313264261547,652
53,11,1,197.081355458008,653
54,11,1,185.547298687527,654
55,11,1,163.605536325597,655
56,11,1,222.154660867953,656
57,11,1,213.922016908504,657
58,11,1,180.610754607848,658
59,11,1,193.801246451786,659
60,11,1,181.984929222918,660
1,12,1,191.697432174435,661
2,12,1,185.638392780181,662
3,12,1,165.539528359583,663
4,12,1,212.191137234301,664
5,12,1,195.653729777813,665
6,12,1,198.634658497559,666
7,12,1,197.07491088095,667
8,12,1,173.85937765451,668
9,12,1,217.622599837667,669
10,12,1,190.870852793135,670
11,12,1,187.151148100256,671
12,12,1,188.780018573205,672
13,12,1,185.878229637515,673
14,12,1,170.325168800467,674
15,12,1,160.778102342164,675
16,12,1,178.152198304319,676
17,12,1,184.435869767677,677
18,12,1,203.042997523188,678
19,12,1,196.227520306589,679
20,12,1,181.414275604779,680
21,12,1,154.40891912811,681
22,12,1,208.11380851389,682
23,12,1,187.632875199657,683
24,12,1,171.052430447468,684
25,12,1,154.593604344,685
26,12,1,187.23474788949,686
27,12,1,165.228880438962,687
28,12,1,170.486083155883,688
29,12,1,158.95797365448,689
30,12,1,171.591959877352,690
31,12,1,180.861632966244,691
32,12,1,180.562204546434,692
33,12,1,179.698467673318,693
34,12,1,170.342906597319,694
35,12,1,145.513131006627,695
36,12,1,153.144945699353,696
37,12,1,219.557961793495,697
38,12,1,197.607135528729,698
39,12,1,139.041108086567,699
40,12,1,208.234183259489,700
41,12,1,192.126844723574,701
42,12,1,196.349824604304,702
43,12,1,188.674021108402,703
44,12,1,182.720922325994,704
45,12,1,171.14591965409,705
46,12,1,206.468205281775,706
47,12,1,212.294301345372,707
48,12,1,190.93986831755,708
49,12,1,180.180152023716,709
50,12,1,196.532687670307,710
51,12,1,163.084701900688,711
52,12,1,170.827454547639,712
53,12,1,172.577295064099,713
54,12,1,157.528587924451,714
55,12,1,207.852337759351,715
56,12,1,185.260271439419,716
57,12,1,189.207291896672,717
58,12,1,217.979734229364,718
59,12,1,176.020632927613,719
60,12,1,181.500153414815,720
1,13,1,258.771159189059,721
2,13,1,235.256838726635,722
3,13,1,233.308795417347,723
4,13,1,245.107074575202,724
5,13,1,271.070945063724,725
6,13,1,269.236662078713,726
7,13,1,225.194356333622,727
8,13,1,249.584221864738,728
9,13,1,241.131884316882,729
10,13,1,226.183560665617,730
11,13,1,246.172063029986,731
12,13,1,247.478449663243,732
13,13,1,244.966451312407,733
14,13,1,237.281562122111,734
15,13,1,239.071020493176,735
16,13,1,217.993313775625,736
17,13,1,274.527795032736,737
18,13,1,237.471165572487,738
19,13,1,242.477564429093,739
20,13,1,253.322875870421,740
21,13,1,237.758027328278,741
22,13,1,255.49630604301,742
23,13,1,219.04264343242,743
24,13,1,250.197771714866,744
25,13,1,241.414427300641,745
26,13,1,225.018607621324,746
27,13,1,234.582237833847,747
28,13,1,243.010110428637,748
29,13,1,220.221278920759,749
30,13,1,242.437803727683,750
31,13,1,274.5257502783,751
32,13,1,251.633943261111,752
33,13,1,238.030389678848,753
34,13,1,223.945145393893,754
35,13,1,217.461007763163,755
36,13,1,213.67331506,756
37,13,1,237.737248417418,757
38,13,1,241.678574211912,758
39,13,1,219.45139166166,759
40,13,1,221.012270345369,760
41,13,1,228.257859816487,761
42,13,1,255.373715469974,762
43,13,1,226.297700346647,763
44,13,1,227.6911529796,764
45,13,1,265.523274733958,765
46,13,1,239.324161943651,766
47,13,1,240.946965160191,767
48,13,1,211.185987728458,768
49,13,1,233.306745975356,769
50,13,1,240.716556682097,770
51,13,1,261.78679114573,771
52,13,1,230.225310586374,772
53,13,1,254.49566520175,773
54,13,1,219.415764849763,774
55,13,1,208.556903126743,775
56,13,1,243.468610376743,776
57,13,1,214.508980848907,777
58,13,1,234.120627786559,778
59,13,1,238.064148054457,779
60,13,1,267.850555948471,780
1,14,1,200.757449948286,781
2,14,1,209.339352553646,782
3,14,1,179.704974438272,783
4,14,1,226.577184925962,784
5,14,1,224.944826076742,785
6,14,1,197.507882159972,786
7,14,1,211.258679956674,787
8,14,1,231.409847982713,788
9,14,1,203.240966008611,789
10,14,1,195.431780757606,790
11,14,1,187.199518036647,791
12,14,1,199.59966390286,792
13,14,1,180.196644406007,793
14,14,1,192.522903272761,794
15,14,1,210.210478630278,795
16,14,1,213.930222829158,796
17,14,1,199.04844534737,797
18,14,1,186.30729390587,798
19,14,1,202.701485469498,799
20,14,1,191.476869288327,800
21,14,1,187.223706567791,801
22,14,1,229.411397549059,802
23,14,1,222.633119722359,803
24,14,1,212.471181382934,804
25,14,1,222.644762165455,805
26,14,1,204.990373176573,806
27,14,1,174.547691348708,807
28,14,1,240.347140869075,808
29,14,1,232.414715829453,809
30,14,1,194.492027152176,810
31,14,1,210.460189002629,811
32,14,1,210.07726031697,812
33,14,1,248.034689801492,813
34,14,1,194.823917412769,814
35,14,1,188.267697437275,815
36,14,1,227.226533416524,816
37,14,1,226.82901824072,817
38,14,1,186.90563017832,818
39,14,1,180.491821751136,819
40,14,1,214.060256325324,820
41,14,1,196.680538737756,821
42,14,1,189.320917819225,822
43,14,1,197.268801419726,823
44,14,1,238.74964849995,824
45,14,1,202.226090250191,825
46,14,1,241.526037261034,826
47,14,1,193.506480633557,827
48,14,1,234.964038181066,828
49,14,1,203.451280856405,829
50,14,1,211.365912935821,830
51,14,1,200.035471770438,831
52,14,1,220.645246604804,832
53,14,1,215.562228576704,833
54,14,1,206.597259263078,834
55,14,1,188.153698407211,835
56,14,1,201.021361618909,836
57,14,1,222.612886730249,837
58,14,1,264.852857393053,838
59,14,1,193.777470097884,839
60,14,1,174.831735613621,840
1,15,1,241.053933329708,841
2,15,1,212.389697475813,842
3,15,1,230.907605047558,843
4,15,1,214.359570175697,844
5,15,1,203.041365770178,845
6,15,1,267.217545323423,846
7,15,1,229.617992231321,847
8,15,1,208.95270275867,848
9,15,1,226.331004896688,849
10,15,1,223.882168896151,850
11,15,1,230.097678048683,851
12,15,1,206.627336661777,852
13,15,1,222.512645937947,853
14,15,1,197.43133466918,854
15,15,1,205.948588326223,855
16,15,1,209.731575217956,856
17,15,1,204.159284141974,857
18,15,1,215.921830844788,858
19,15,1,208.364259329558,859
20,15,1,236.6533978587,860
21,15,1,206.043848167793,861
22,15,1,234.423660101929,862
23,15,1,234.096713975668,863
24,15,1,212.983990188126,864
25,15,1,220.400769970947,865
26,15,1,216.485470315429,866
27,15,1,223.098314070859,867
28,15,1,176.105171048044,868
29,15,1,216.301089874898,869
30,15,1,198.735232002107,870
31,15,1,190.627690035841,871
32,15,1,208.831913073351,872
33,15,1,209.434988890344,873
34,15,1,225.403123945756,874
35,15,1,246.081118847957,875
36,15,1,202.718858997424,876
37,15,1,244.479986834697,877
38,15,1,230.23955590814,878
39,15,1,208.737308285015,879
40,15,1,207.864375709789,880
41,15,1,231.025833912736,881
42,15,1,217.655385332859,882
43,15,1,228.944089095861,883
44,15,1,224.7481713321,884
45,15,1,221.66486233175,885
46,15,1,245.47281224847,886
47,15,1,183.336818331458,887
48,15,1,213.210038717749,888
49,15,1,233.987393367419,889
50,15,1,219.919284646343,890
51,15,1,216.952517709109,891
52,15,1,214.537396441307,892
53,15,1,216.909968681699,893
54,15,1,203.740783173873,894
55,15,1,192.276141729816,895
56,15,1,256.095340101861,896
57,15,1,210.522489527368,897
58,15,1,201.908454806141,898
59,15,1,221.909587631973,899
60,15,1,204.116993277836,900
1,16,1,261.82137858894,901
2,16,1,229.488566536934,902
3,16,1,240.090907708689,903
4,16,1,228.199695843529,904
5,16,1,229.942992124839,905
6,16,1,215.090834474247,906
7,16,1,224.345564405284,907
8,16,1,222.802536219234,908
9,16,1,249.65914155012,909
10,16,1,254.7123957875,910
11,16,1,233.646692675624,911
12,16,1,254.508746254964,912
13,16,1,248.059572283233,913
14,16,1,228.769550228876,914
15,16,1,262.818375272217,915
16,16,1,235.842297908329,916
17,16,1,252.8473053708,917
18,16,1,204.864313348247,918
19,16,1,230.25862813485,919
20,16,1,240.751350677036,920
21,16,1,237.757153951693,921
22,16,1,222.10098792932,922
23,16,1,255.376067669877,923
24,16,1,227.317169599522,924
25,16,1,214.545615570486,925
26,16,1,209.277342156046,926
27,16,1,186.808324989434,927
28,16,1,215.749753545889,928
29,16,1,258.831616608008,929
