job_output_id,configuration_id,observation_code,end_time
"""1Xzhs3Jpb9LMMWeos8mDy8R8T19""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-18 19:43:49.57
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-18 04:13:31.247
"""1XzigQks6lQT8JjxaI7nMaI0XHT""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-18 19:50:31.588
"""1XzjHwVPs8QujVeQgTj0jqWhIgr""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-18 19:55:30.358
"""1Xzio1gCqVLOeyV6Jdoz7KLBDRG""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-18 19:51:31.953
"""1XziMBYRocJROchgHLvko65avRV""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-18 19:47:52.146
"""1XzjVg7jEDgUjBkAacWxrzqsMDV""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-18 19:57:19.708
"""1XziQpzp098OOTtBT3BAVJnhe2R""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-18 19:48:28.199
"""1XzjR0ZnbJ2qb70b9mGzwhm2qML""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-18 19:56:42.97
"""1XzixErykv811gwOpTcvqFjfx98""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-18 19:52:46.043
,ed391b1a-bf41-4cda-8636-427091d8213c,SELG,2020-02-19 02:18:00.719
,ed391b1a-bf41-4cda-8636-427091d8213c,SELGS,2020-02-19 02:11:34.275
,ed391b1a-bf41-4cda-8636-427091d8213c,MST,2020-02-19 02:20:38.748
"""1YGqPzweE39owQIr6fBSrGloYT4""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-24 21:20:55.828
,ed391b1a-bf41-4cda-8636-427091d8213c,HVPOP,2020-02-19 02:22:52.604
,ed391b1a-bf41-4cda-8636-427091d8213c,EHT,2020-02-19 02:23:06.961
,d89a035e-b470-424d-ac70-a6dd43f08ef2,YLD,2020-02-26 02:42:11.674
,d89a035e-b470-424d-ac70-a6dd43f08ef2,GWT,2020-02-25 20:10:26.171
,ed391b1a-bf41-4cda-8636-427091d8213c,YLD,2020-02-19 02:25:43.753
,ed391b1a-bf41-4cda-8636-427091d8213c,SELGS,2020-02-25 02:12:30.257
"""1YHboIAmeNenYSvSjqLvOxLBKnA""",401b9e43-587f-486a-b08a-782dfe30d2da,SC,2020-02-25 03:50:37.121
,d89a035e-b470-424d-ac70-a6dd43f08ef2,YLD,2020-02-26 02:40:04.061
,ed391b1a-bf41-4cda-8636-427091d8213c,YLD,2020-02-25 02:25:39.527
,d89a035e-b470-424d-ac70-a6dd43f08ef2,MST,2020-02-25 20:22:59.728
,d89a035e-b470-424d-ac70-a6dd43f08ef2,YLD,2020-02-25 20:27:21.915
"""1YHbvqjlQ26L06HRvMNcQvwfTvp""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-25 03:51:39.128
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-25 03:44:27.017
,d89a035e-b470-424d-ac70-a6dd43f08ef2,MST,2020-02-25 20:19:28.004
,d89a035e-b470-424d-ac70-a6dd43f08ef2,YLD,2020-02-25 20:25:49.274
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-25 03:49:11.195
"""1YHc0ghf7M8AAeku8ZkL73sZfRx""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-25 03:52:15.447
,d89a035e-b470-424d-ac70-a6dd43f08ef2,MST,2020-02-25 20:20:55.049
,d89a035e-b470-424d-ac70-a6dd43f08ef2,SELGS,2020-02-27 02:10:55.76
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-25 03:50:10.414
,d89a035e-b470-424d-ac70-a6dd43f08ef2,YLD,2020-02-26 02:41:34.62
,d89a035e-b470-424d-ac70-a6dd43f08ef2,YLD,2020-02-25 20:26:28.617
,ed391b1a-bf41-4cda-8636-427091d8213c,HVPOP,2020-02-26 02:39:23.853
,d89a035e-b470-424d-ac70-a6dd43f08ef2,MST,2020-02-25 20:21:59.112
"""1YNDOOfMfl3jHzwE0KzyCEtUSyX""",401b9e43-587f-486a-b08a-782dfe30d2da,SC,2020-02-27 03:28:43.118
,d89a035e-b470-424d-ac70-a6dd43f08ef2,SELG,2020-02-27 02:13:06.508
"""1YNEE8bfOFb4sS32IdWVwWhFNjm""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-27 03:35:32.891
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-27 03:42:01.518
"""1YNESRF4ifcWGjyvYhb6ba4JiYa""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-27 03:37:29.237
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-27 03:42:37.412
"""1YNFIIhV6K3sqL1lpSvY3sQOtTe""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-27 03:44:20.433
"""1YNFDd6VVnNR0wm6hTdfw6yOth7""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-27 03:43:45.491
"""1YNFwAY7G6odTyZVab0oLCz7Duv""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-27 03:49:38.805
"""1YNFzzSZaTUX1bXvwWyywRJNiQZ""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,2020-02-27 03:50:08.593
,ed391b1a-bf41-4cda-8636-427091d8213c,SELG,2020-02-28 02:20:07.632
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-19 03:15:52.488
"""1Y0auVaCSIaghl5r9r0E6Mfr5s0""",401b9e43-587f-486a-b08a-782dfe30d2da,SELG,2020-02-19 03:16:25.621
"""1Y0dWTVopFOqkD8wQuXxQubBg0N""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-19 03:37:54.255
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-19 03:21:48.824
"""1Y0bEI2yS27dwkdbdnc4oRaItvq""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-19 03:19:01.994
,30fcd3c8-3cf3-48c2-ae03-158b3090dec8,SELGS,2020-02-19 03:24:28.781
"""1Y0eF3GiB5kG5P8PBqjtLvZGO2A""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-19 03:43:50.244
"""1Y0cbXX0skOMAsQiOiEBXcEsLVB""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-19 03:30:21.61
"""1Y0bLLTt2pjtmWlubIBb9YT0she""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-19 03:19:59.007
"""1Y0d5u5Cac2ZZE7jl1wvwiRkotV""",401b9e43-587f-486a-b08a-782dfe30d2da,EHT,2020-02-19 03:34:23.812
"""1Y0bx8gZajwGhi5T4AX9FyK1TCU""",401b9e43-587f-486a-b08a-782dfe30d2da,SELG,2020-02-19 03:25:01.492
,30fcd3c8-3cf3-48c2-ae03-158b3090dec8,SELG,2020-02-19 03:27:15.658
"""1Y0bUK60OobWC1caG1nz2iDBaWU""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-19 03:21:11.528
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-19 03:55:31.291
"""1Y0cxLe4cxHJQeOzbE3DyvdQquk""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-19 03:32:59.563
"""1Y0eqeB5fn9LwB12SAghwC9HFwc""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,2020-02-19 03:48:48.98
"""1Y0dd7S20jNkwlH0Gdk2EaGzz1j""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-19 03:38:48.482
"""1Y0bY5YBunPFDIUUX9Lgr8n7JQU""",401b9e43-587f-486a-b08a-782dfe30d2da,EHT,2020-02-19 03:21:41.061
"""1Y0cHb57JMtouOGyvo8YjAYNCof""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,2020-02-19 03:27:42.921
"""1Y0dRoBNL4Kn2LuX0Jbkiy4psUO""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-19 03:37:18.305
"""1Y0d2BDe2GJ5W0j2WQatK5sTxW7""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-19 03:33:52.494
"""1Y0ems1gTKNRAAC91IwqrsCWjUf""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-19 03:48:19.139
"""1Y0eOYRdBPj0ixA7DtxYwteG7UE""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-19 03:45:05.964
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-19 03:51:39.71
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-19 03:53:52.871
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-19 03:52:44.369
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-19 03:54:53.242
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-19 03:58:34.819
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-19 03:59:36.869
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-19 04:00:12.629
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-19 04:01:42.22
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-19 04:02:44.631
,ed391b1a-bf41-4cda-8636-427091d8213c,SELG,2020-02-20 02:10:27.628
,ed391b1a-bf41-4cda-8636-427091d8213c,SELGS,2020-02-20 02:13:17.067
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-20 03:55:39.194
"""1Y3UIElEllBSGC9mG73mnWh1Ezc""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 03:51:27.77
"""1Y3SwbPg8CJIEg7o9YS4qCswrd1""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 03:40:22.3
,ed391b1a-bf41-4cda-8636-427091d8213c,EHT,2020-02-20 02:17:30.921
"""1Y3RvpoiZNn61k8MXFdc8VTBqDp""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 03:32:02.614
"""1Y3PmyRZbb6D1GW15d3iyZvQ4qc""",401b9e43-587f-486a-b08a-782dfe30d2da,SELG,2020-02-20 03:14:24.641
,ed391b1a-bf41-4cda-8636-427091d8213c,HVPOP,2020-02-20 02:17:44.642
"""1Y3STaqtfHBqK8kmmq7qQwk7r2N""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 03:36:30.784
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-20 03:18:34.661
"""1Y3TJxDGIdKtgnMku5wOdNxvtxB""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 03:43:26.62
,ed391b1a-bf41-4cda-8636-427091d8213c,MST,2020-02-20 02:18:22.069
"""1Y3S0CzxV4OaeUdewsbGYxrW727""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 03:32:38.941
"""1Y3QQDxctbUmzolcmlnTqUyuWXa""",401b9e43-587f-486a-b08a-782dfe30d2da,SELG,2020-02-20 03:19:37.552
,ed391b1a-bf41-4cda-8636-427091d8213c,YLD,2020-02-20 02:20:59.653
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-20 03:13:05.43
"""1Y3TxXrsacR7rV2735czYf1sdEK""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 03:48:42.565
,30fcd3c8-3cf3-48c2-ae03-158b3090dec8,SELGS,2020-02-20 03:21:50.745
"""1Y3U1T2WqzW8yfsJwWaGAuuhLm9""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,2020-02-20 03:49:12.512
"""1Y3SY38edasboE2w89UA0C73VyD""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 03:37:06.051
,30fcd3c8-3cf3-48c2-ae03-158b3090dec8,SELG,2020-02-20 03:28:54.197
"""1Y3PiJO0F6to0Z0viStnFya58pP""",401b9e43-587f-486a-b08a-782dfe30d2da,EHT,2020-02-20 03:13:32.239
"""1Y3Ta2Uno4iV7oUJIzqelkWDr88""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 03:45:34.991
"""1Y3TFMNXlaR1lKdoDq2SwyPMd5G""",401b9e43-587f-486a-b08a-782dfe30d2da,EHT,2020-02-20 03:42:51.451
"""1Y3SKIYT6eMQsUzHESFYomoWIF6""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 03:35:15.862
"""1Y3TS8gRXdNwdUg3G6KG5GVz74L""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 03:44:33.382
"""1Y3U90mCYS7Afv8C8zlH3ZTzXYw""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 03:50:13.572
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-20 03:58:04.128
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-20 03:55:00.681
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-20 03:56:37.478
"""1Y3V9pjEZWW5dfQMV7t2nBonyNj""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,2020-02-20 03:58:32.618
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-20 03:59:15.938
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-20 04:03:39.692
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-20 04:04:15.5
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-20 04:05:17.528
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-20 04:02:36.95
"""1Y4w8Xx1YHACUzgYig7sWn8DFkN""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 16:10:12.482
"""1Y4yDUYDtu1ccaFs84UNafg3EWB""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 16:27:19.045
"""1Y4yQrWQ7IyJ3DCvPnjWur0Uprx""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 16:29:06.288
"""1Y4v8AjSKrFCzUSxsf94HGi9KMP""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 16:01:56.512
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-20 04:06:18.504
"""1Y4xQxiTOfyseHinzDJ187uRJPT""",401b9e43-587f-486a-b08a-782dfe30d2da,EHT,2020-02-20 16:20:52.832
"""1Y4vkRT16wM3ZnhfPeD2EAQdccy""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 16:07:01.759
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-20 16:16:45.337
"""1Y4vDQ70A2IeQvoMpS32eb2P4N0""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 16:02:37.907
"""1Y4tbQoAfQKAnGLH7dVzfIvFa6A""",401b9e43-587f-486a-b08a-782dfe30d2da,SELG,2020-02-20 15:49:04.206
"""1Y4wFhiNmVy9ktnRETk5viix462""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 16:11:10.174
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-20 15:53:56.352
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-20 15:54:02.68
"""1Y4w3MesmLu20EJvP8ZdFhthmKE""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,2020-02-20 16:09:30.918
"""1Y4vKokksbcnlB4vsQ9J2EmMZSA""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 16:03:37.582
"""1Y4uWkrng8I3KaxIvUCVnNyJZOp""",401b9e43-587f-486a-b08a-782dfe30d2da,SELG,2020-02-20 15:56:57.786
"""1Y4yMJlyURR1JlMC8H3NDSYMlVP""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 16:28:30.881
,30fcd3c8-3cf3-48c2-ae03-158b3090dec8,SELGS,2020-02-20 16:06:15.541
,30fcd3c8-3cf3-48c2-ae03-158b3090dec8,SELG,2020-02-20 16:06:27.414
"""1Y4xN9MeTzcwKcjabDqxhDaLbRL""",401b9e43-587f-486a-b08a-782dfe30d2da,EHT,2020-02-20 16:20:21.469
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-20 16:15:56.733
"""1Y4yo7JTH8LGzC7nFE9ZNx4Hcjn""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,2020-02-20 16:32:11.773
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-20 16:23:12.332
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-20 16:19:54.184
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,MST,2020-02-20 16:21:53.128
"""1Y4y2nQi6KSJhrIIRYy7UNTjvuy""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 16:25:54.692
"""1Y4y7cUcRMwpLmpQuPES4CPMty5""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 16:26:31.418
"""1Y4yVJY0CkqTuNxg4zMpwvWCIx1""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 16:29:40.998
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-20 16:37:20.025
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-20 16:40:48.378
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-20 16:37:55.672
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-20 16:41:51.399
(),30fcd3c8-3cf3-48c2-ae03-158b3090dec8,YLD,2020-02-20 16:42:30.791
"""1Y5PtXVchNmy7M0mE5B6GqUgf4D""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 20:14:53.44
"""1Y5Nf1AFhZ42HhiWZZl8Upeh69b""",401b9e43-587f-486a-b08a-782dfe30d2da,EHT,2020-02-20 19:56:31.738
"""1Y5OCkiRQoqRhwK2jindU38K6X3""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,2020-02-20 20:00:59.84
,ed391b1a-bf41-4cda-8636-427091d8213c,SELG,2020-02-20 19:27:23.906
,ed391b1a-bf41-4cda-8636-427091d8213c,SELGS,2020-02-20 19:27:54.45
"""1Y5PML8vduABydHskOq34gJz4Y9""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 20:10:31.877
"""1Y5N7zFot2kICOdlsKnXPrslBYv""",401b9e43-587f-486a-b08a-782dfe30d2da,EHT,2020-02-20 19:52:08.768
"""1Y5OrOMHS3KVMC2XXmT8dbT09qZ""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 20:06:24.046
,ed391b1a-bf41-4cda-8636-427091d8213c,EHT,2020-02-20 19:30:08.417
"""1Y5NmEtSRbvuaLjd2AYokukhg5U""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 19:57:29.678
,401b9e43-587f-486a-b08a-782dfe30d2da,SC,2020-02-20 20:05:23.923
"""1Y5NH0a9Fjrxq1MihyXFTiVG8lY""",401b9e43-587f-486a-b08a-782dfe30d2da,SELG,2020-02-20 19:53:21.832
,ed391b1a-bf41-4cda-8636-427091d8213c,HVPOP,2020-02-20 19:38:31.61
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-20 19:40:52.261
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-20 19:44:58.593
"""1Y5OJKZTm862LGj4vYDlshn2LzF""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 20:01:53.687
"""1Y5NtfqijUDHkFDHVst4ML7fhvB""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 19:58:28.183
"""1Y5MoxwS24qPX8adGBRlHmNGe1u""",401b9e43-587f-486a-b08a-782dfe30d2da,SELG,2020-02-20 19:49:36.903
"""1Y5Nb7YcSk6ZHpkW2AOP79qPuGL""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 19:56:00.608
"""1Y5PFhGYnqbGEBlLmUBaLIzAAFL""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 20:09:37.21
"""1Y5Ofpa7i1C5kKyEWFx02gYV55J""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 20:04:53.689
"""1Y5PkIE7cUOQyhuJgqu77EAakuI""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 20:13:41.735
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-20 20:21:08.275
"""1Y5PBC4pSLdf4tOzmLGBl1zpCFa""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 20:09:01.005
"""1Y5Pofx1y9JznnU4EaKy87zS6Yz""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 20:14:17.859
"""1Y5Q1x4rFvIhvxadGWMXrfiffAM""",401b9e43-587f-486a-b08a-782dfe30d2da,SELG,2020-02-20 20:16:02.263
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-20 20:19:02.518
"""1Y5R19n9708BrTjfJ5YwdHCQ71A""",401b9e43-587f-486a-b08a-782dfe30d2da,SELG,2020-02-20 20:24:08.326
"""1Y5Q5n9OmapT8otd4wKiXKMXSg8""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,2020-02-20 20:16:31.63
,401b9e43-587f-486a-b08a-782dfe30d2da,SC,2020-02-20 20:21:35.441
,401b9e43-587f-486a-b08a-782dfe30d2da,SC,2020-02-20 20:34:39.251
"""1Y5SztBXd5yXDyH1NTWuDOP82hW""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 20:40:26.076
"""1Y5hhQkG4rXSn965XdgCKepE5Av""",401b9e43-587f-486a-b08a-782dfe30d2da,SC,2020-02-20 22:41:01.215
"""1Y5U8BEUEaMovhp3zZZWoYbodCn""",401b9e43-587f-486a-b08a-782dfe30d2da,EHT,2020-02-20 20:49:43.94
"""1Y5mTVyoBazJwZRPk669WKePhuN""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 23:20:34.075
"""1Y5TqreGuoewG2e8eL6owg2dYXV""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 20:47:27.182
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-20 23:04:29.971
"""1Y5Ssa5HgCGLn9Q0AZG2Z1ZnfZu""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 20:39:26.183
"""1Y5jMcgYVDqAMSKomKJCrPYY1gH""",401b9e43-587f-486a-b08a-782dfe30d2da,SELG,2020-02-20 22:55:00.591
"""1Y5TapGTPjt2bT9yJXMo1DBIvTJ""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,2020-02-20 20:45:18.287
,401b9e43-587f-486a-b08a-782dfe30d2da,SELGS,2020-02-20 22:55:11.513
"""1Y5T8dYpJo231gYaWvrWX2F43PR""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 20:41:36.754
"""1Y5US9ciTJ79ywJYQHKJgnxB70O""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 20:52:23.262
"""1Y5TvQyQCs4gelSJXosBEFAdv3R""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 20:48:03.197
"""1Y5Uj4LuMEu4Nxmsk3F5Mw8ptTE""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 20:54:39.001
"""1Y5TfcLCyrX4G9OC4rWzSPIBaEH""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 20:45:55.895
"""1Y5TDK5B28ZsLd5HXFNkcGYYMcw""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 20:42:12.796
,30fcd3c8-3cf3-48c2-ae03-158b3090dec8,SELG,2020-02-20 22:52:06.834
"""1Y5U4NktZCKiGGHtu7HJSzHNdfi""",401b9e43-587f-486a-b08a-782dfe30d2da,MST,2020-02-20 20:49:15.314
"""1Y5TWvsE6cEORpksngLgMCNTmrg""",401b9e43-587f-486a-b08a-782dfe30d2da,YLD,2020-02-20 20:44:48.755
"""1Y5UVkFOt37a2c6lBIHxk9BesFX""",401b9e43-587f-486a-b08a-782dfe30d2da,HVPOP,2020-02-20 20:52:53.78
"""1Y5Tja45cRgxNtv2npZj304ki2w""",401b9e43-587f-486a-b08a-782dfe30d2da,EHT,2020-02-20 20:46:27.701
